intern_id,sprints_done,sprints_total,tasks_completed,tasks_assigned,meetings_attended,meetings_total,code_review_score,deadline_met_percentage,attendance_percentage,punctuality
RX1234,6,6,13,13,21,22,97.24,97.23,92.02,1
RX1235,5,6,7,8,24,24,92.02,92.75,99.26,1
RX1236,6,7,11,11,16,18,95.53,88.81,94.91,1
RX1237,4,7,7,10,17,22,50.94,54.26,75.82,1
RX1238,1,5,1,8,2,16,43.54,25.56,52.69,0
RX1239,6,7,11,11,23,24,92.1,91.49,91.03,1
RX1240,5,5,13,13,19,22,99.2,95.51,97.81,1
RX1241,1,7,5,12,7,18,33.15,20.91,55.41,0
RX1242,4,4,8,10,23,24,95.96,89.08,85.09,1
RX1243,3,4,7,8,21,24,93.44,86.49,99.88,1
RX1244,3,4,10,12,23,23,98.08,75.39,99.01,1
RX1245,5,5,9,10,18,18,93.57,89.26,99.18,1
RX1246,2,7,3,13,5,15,24.86,41.02,58.54,0
RX1247,2,7,2,12,1,23,21.93,32.07,40.47,0
RX1248,6,7,7,10,18,22,53.82,52.33,74.73,0
RX1249,7,7,13,13,16,17,88.05,97.26,90.76,1
RX1250,4,4,10,10,18,18,84.47,76.39,96.96,1
RX1251,6,7,8,11,14,19,60.04,67.39,77.47,1
RX1252,5,5,12,14,16,19,90.69,95.82,91.03,1
RX1253,1,6,1,11,2,17,27.27,25.07,55.5,0
RX1254,6,7,9,12,11,17,69.0,70.27,61.12,0
RX1255,4,4,8,9,14,16,93.55,93.96,88.37,1
RX1256,3,4,7,8,17,18,66.24,50.59,61.99,0
RX1257,3,4,7,13,22,24,71.97,65.27,80.51,1
RX1258,2,7,5,12,1,16,36.95,48.46,58.04,0
RX1259,5,5,8,10,15,18,89.9,96.16,92.58,1
RX1260,5,5,8,9,17,20,87.94,81.72,90.21,1
RX1261,1,4,2,8,8,18,23.0,44.15,47.4,0
RX1262,1,4,4,10,3,16,46.54,38.49,48.57,0
RX1263,1,5,2,8,7,17,25.35,47.14,46.81,0
RX1264,1,7,3,10,5,23,26.34,38.98,59.52,0
RX1265,4,5,9,10,21,22,64.16,59.57,66.28,0
RX1266,3,4,13,13,24,24,97.53,80.04,86.17,1
RX1267,3,4,9,10,19,20,72.05,54.72,62.84,0
RX1268,3,4,9,11,11,17,65.94,70.14,79.78,1
RX1269,2,7,5,14,10,22,36.92,39.62,58.45,0
RX1270,6,7,8,8,22,23,94.3,90.37,85.71,1
RX1271,2,7,1,10,2,24,36.47,48.47,59.97,0
RX1272,1,4,4,10,7,20,20.24,20.28,49.21,0
RX1273,1,7,3,9,4,17,20.33,29.36,40.25,0
RX1274,3,5,10,12,17,19,65.25,53.93,76.77,0
RX1275,4,5,10,12,15,17,85.29,88.19,92.76,1
RX1276,6,7,9,9,12,15,98.98,94.43,89.28,1
RX1277,5,7,8,12,20,21,69.85,74.99,66.58,1
RX1278,7,7,10,11,20,20,89.13,84.65,95.71,1
RX1279,1,5,1,11,10,23,24.04,24.53,55.85,0
RX1280,4,5,9,10,22,24,74.76,57.62,84.75,1
RX1281,3,5,6,11,13,18,63.73,56.47,77.89,0
RX1282,3,4,13,14,19,19,82.42,79.22,89.74,1
RX1283,1,7,3,14,1,15,31.21,40.66,53.42,0
RX1284,2,4,7,10,12,21,50.08,60.82,72.58,1
RX1285,2,7,5,14,5,20,37.52,26.29,41.48,0
RX1286,3,4,9,12,14,16,66.71,73.23,69.45,1
RX1287,2,6,1,9,3,20,24.81,36.34,50.65,0
RX1288,1,5,1,14,5,15,25.67,34.08,54.41,0
RX1289,5,5,10,11,21,21,93.43,76.87,91.91,1
RX1290,2,4,5,8,15,21,60.89,71.12,70.46,0
RX1291,1,4,1,13,3,21,22.08,26.31,45.81,0
RX1292,4,5,12,14,18,21,51.0,61.76,83.86,0
RX1293,5,6,8,9,13,16,96.53,77.67,92.57,1
RX1294,4,5,9,9,18,18,91.64,81.22,94.92,1
RX1295,2,7,2,8,4,24,34.89,44.74,48.04,0
RX1296,2,6,3,8,6,20,41.39,24.73,45.05,0
RX1297,1,5,5,13,3,20,24.34,24.02,58.88,0
RX1298,6,7,10,13,19,20,73.73,62.76,63.2,1
RX1299,3,4,8,12,16,19,51.65,54.68,82.74,1
RX1300,1,7,2,13,9,21,43.22,44.41,49.87,0
RX1301,4,6,4,8,17,22,77.1,52.61,84.57,0
RX1302,5,5,12,13,23,23,83.81,86.05,86.07,1
RX1303,3,4,10,10,15,17,88.54,80.84,99.92,1
RX1304,1,7,3,9,3,16,47.4,28.27,56.02,0
RX1305,3,4,9,10,11,16,64.51,62.53,68.04,1
RX1306,1,5,1,9,8,21,44.99,49.62,46.36,0
RX1307,5,6,10,11,23,24,90.39,89.07,99.17,1
RX1308,1,5,2,10,5,20,32.01,46.11,47.18,0
RX1309,3,4,5,9,12,15,61.78,64.44,72.88,0
RX1310,6,6,11,13,18,18,82.82,87.83,93.81,1
RX1311,5,6,7,12,10,18,77.43,50.52,84.06,1
RX1312,5,7,10,14,10,15,58.24,52.73,76.5,0
RX1313,3,5,7,9,13,17,72.31,63.3,80.23,0
RX1314,1,4,4,11,6,22,48.98,48.25,57.3,0
RX1315,5,5,11,13,13,15,88.44,78.67,92.18,1
RX1316,2,4,9,11,22,23,71.42,68.4,63.46,1
RX1317,5,5,11,11,16,17,89.39,94.57,96.19,1
RX1318,6,7,6,10,15,23,69.13,50.23,60.82,1
RX1319,1,4,2,12,9,20,47.98,30.36,42.13,0
RX1320,1,5,3,11,6,18,28.08,27.28,59.83,0
RX1321,3,4,8,8,18,21,99.42,98.69,98.27,1
RX1322,1,7,5,13,7,18,25.41,42.98,46.78,0
RX1323,3,4,10,10,16,16,85.14,75.87,91.15,1
RX1324,4,4,7,8,15,18,81.04,77.39,94.88,1
RX1325,6,6,6,8,20,23,95.26,89.61,85.57,1
RX1326,5,5,11,13,20,23,88.29,98.26,96.77,1
RX1327,5,7,7,13,10,18,73.69,68.47,75.63,1
RX1328,3,6,7,11,17,22,70.9,64.9,71.51,1
RX1329,6,7,8,12,16,19,64.26,74.86,84.5,0
RX1330,4,5,7,8,10,15,62.28,72.39,64.06,1
RX1331,3,4,11,13,9,15,71.89,70.28,81.47,1
RX1332,5,7,10,12,13,15,75.44,59.19,74.78,1
RX1333,1,4,2,13,4,19,37.22,45.89,49.63,0
RX1334,4,5,12,14,17,21,62.01,59.16,73.99,1
RX1335,3,5,4,8,18,19,51.04,57.2,79.21,1
RX1336,2,4,12,13,12,16,52.67,51.45,69.31,0
RX1337,3,5,6,9,16,20,56.52,67.85,69.25,0
RX1338,2,6,5,14,2,22,44.05,42.45,55.88,0
RX1339,4,5,7,8,20,23,94.85,85.36,92.1,1
RX1340,4,5,13,13,21,24,80.0,79.21,85.46,1
RX1341,1,4,3,13,10,23,48.15,23.68,44.24,0
RX1342,2,6,5,12,1,15,38.42,35.96,41.84,0
RX1343,3,6,7,8,13,18,67.03,74.54,82.45,1
RX1344,1,6,2,9,7,23,44.72,40.31,43.98,0
RX1345,7,7,12,14,16,18,98.27,86.76,93.54,1
RX1346,3,5,9,14,11,18,54.99,58.74,78.55,0
RX1347,1,4,3,8,1,16,43.1,45.72,40.0,0
RX1348,4,4,13,14,17,19,81.33,99.4,99.35,1
RX1349,1,4,4,12,3,16,31.69,31.78,52.32,0
RX1350,2,7,3,11,7,20,48.6,38.25,44.4,0
RX1351,1,5,6,14,9,21,37.5,48.44,49.7,0
RX1352,4,7,5,8,21,22,78.4,59.94,65.43,0
RX1353,3,4,9,13,16,17,59.51,73.48,69.21,1
RX1354,6,6,9,11,20,22,86.65,87.58,85.21,1
RX1355,5,7,11,12,23,24,72.48,73.41,74.79,0
RX1356,5,6,4,8,17,21,58.11,62.62,84.39,1
RX1357,6,7,9,9,16,19,95.4,96.67,92.79,1
RX1358,6,7,9,10,23,24,95.28,90.48,88.48,1
RX1359,2,6,4,10,4,23,40.99,33.97,50.24,0
RX1360,3,5,12,13,11,16,59.5,56.45,60.94,0
RX1361,6,7,12,14,15,20,72.56,62.59,82.35,0
RX1362,4,4,12,13,16,18,82.58,88.08,94.5,1
RX1363,1,6,2,8,9,24,30.44,41.57,55.34,0
RX1364,4,5,7,13,12,16,72.72,55.68,65.53,1
RX1365,6,6,9,11,23,24,94.42,81.03,87.52,1
RX1366,1,5,1,12,4,20,26.68,27.84,50.24,0
RX1367,1,5,2,8,5,15,21.07,41.13,49.84,0
RX1368,3,5,5,8,14,20,52.83,68.86,60.51,0
RX1369,1,5,3,10,2,22,45.4,38.02,53.64,0
RX1370,1,5,3,8,1,18,21.18,20.43,42.38,0
RX1371,6,7,9,14,19,20,77.74,59.94,75.62,1
RX1372,3,6,9,11,12,19,55.32,61.94,72.36,1
RX1373,7,7,13,13,12,15,96.68,88.84,94.24,1
RX1374,2,7,4,10,4,15,32.14,33.36,57.47,0
RX1375,5,5,8,10,20,23,84.85,79.61,85.97,1
RX1376,4,6,9,10,19,20,63.39,60.27,73.46,0
RX1377,1,5,4,14,3,17,22.9,20.4,48.46,0
RX1378,4,5,7,8,22,22,84.54,98.23,95.76,1
RX1379,5,6,14,14,15,16,91.96,80.29,97.77,1
RX1380,6,7,10,10,19,22,92.59,99.4,89.97,1
RX1381,1,5,5,13,6,21,35.07,24.99,54.11,0
RX1382,2,6,1,10,8,22,20.55,36.37,54.14,0
RX1383,1,5,1,12,4,18,31.48,37.67,52.95,0
RX1384,1,5,1,11,5,17,29.98,44.94,45.49,0
RX1385,2,4,8,11,12,18,58.0,74.17,64.0,0
RX1386,1,4,2,8,5,16,27.59,21.21,48.06,0
RX1387,4,5,12,13,20,21,85.42,82.61,92.72,1
RX1388,3,4,13,13,16,19,81.08,84.01,97.2,1
RX1389,1,5,1,10,5,24,34.9,21.24,51.69,0
RX1390,4,5,7,8,22,24,87.49,98.14,97.43,1
RX1391,3,4,11,12,21,21,92.38,78.59,92.84,1
RX1392,3,6,11,14,13,20,74.63,69.56,73.6,1
RX1393,3,5,10,14,15,22,61.04,51.94,77.84,0
RX1394,5,6,12,14,15,24,58.44,73.84,61.34,1
RX1395,2,7,1,11,5,15,36.59,27.6,59.11,0
RX1396,5,5,11,11,22,24,96.25,82.52,93.26,1
RX1397,4,5,5,9,14,22,51.14,53.67,82.93,1
RX1398,6,7,12,13,13,20,66.97,53.55,77.62,1
RX1399,5,5,12,13,20,22,89.84,88.28,88.02,1
RX1400,1,5,1,8,5,17,43.59,31.31,42.01,0
RX1401,1,5,3,13,3,21,46.03,20.06,47.6,0
RX1402,7,7,10,11,19,19,99.41,88.87,87.74,1
RX1403,1,6,2,10,5,16,27.29,43.86,40.99,0
RX1404,2,7,1,13,7,19,25.82,23.91,59.51,0
RX1405,1,4,1,14,2,19,34.12,48.47,56.95,0
RX1406,1,4,1,8,9,20,24.77,25.87,59.46,0
RX1407,1,5,4,14,2,20,25.3,45.95,51.26,0
RX1408,3,4,9,11,16,16,81.64,85.46,93.39,1
RX1409,2,6,4,10,5,24,43.43,45.21,46.47,0
RX1410,2,6,1,11,4,18,46.68,49.98,53.41,0
RX1411,5,5,13,13,19,21,89.12,83.61,95.41,1
RX1412,4,6,8,9,19,22,61.83,66.93,71.9,0
RX1413,4,5,10,14,20,21,59.82,57.24,66.74,1
RX1414,4,5,10,12,17,19,80.41,75.42,92.8,1
RX1415,2,6,1,14,3,21,35.72,37.16,57.06,0
RX1416,6,6,9,10,21,24,86.53,87.47,99.38,1
RX1417,5,6,10,10,20,21,81.65,90.16,86.56,1
RX1418,5,7,8,12,10,16,50.77,69.92,75.0,0
RX1419,5,6,8,9,13,16,63.88,65.03,79.74,1
RX1420,1,5,1,8,9,21,32.95,33.59,50.26,0
RX1421,1,7,1,14,1,24,29.81,33.27,52.94,0
RX1422,4,4,7,8,24,24,90.68,91.97,98.1,1
RX1423,1,4,2,13,3,17,33.36,41.42,57.35,0
RX1424,3,4,8,13,14,18,67.91,60.7,68.27,0
RX1425,2,4,10,12,15,20,68.37,68.45,79.18,0
RX1426,5,6,12,14,20,21,58.9,53.98,70.88,1
RX1427,1,5,3,14,4,21,35.3,23.14,57.17,0
RX1428,2,7,4,11,7,17,22.73,26.93,40.93,0
RX1429,6,7,14,14,20,20,85.03,83.59,91.9,1
RX1430,4,7,9,13,18,22,74.71,60.25,84.77,0
RX1431,3,4,11,12,14,24,59.63,55.62,81.95,1
RX1432,6,7,9,12,22,24,64.87,50.45,68.37,1
RX1433,4,5,8,12,9,16,69.84,72.78,70.09,1
RX1434,1,4,6,14,7,20,36.1,42.56,42.8,0
RX1435,3,4,9,11,22,22,97.49,78.36,87.59,1
RX1436,4,6,7,11,14,15,65.76,55.21,73.12,1
RX1437,1,7,5,12,4,16,48.78,33.32,55.1,0
RX1438,6,7,8,10,13,16,89.7,81.41,92.93,1
RX1439,4,5,7,8,10,17,79.78,66.98,83.42,0
RX1440,3,6,11,14,17,19,78.04,60.8,73.47,1
RX1441,5,5,8,9,21,24,97.64,86.11,93.83,1
RX1442,6,6,8,9,21,23,81.98,97.72,88.23,1
RX1443,4,4,14,14,21,22,88.74,92.63,93.51,1
RX1444,1,5,1,8,8,21,41.95,33.18,45.96,0
RX1445,4,7,8,12,18,22,51.16,53.21,65.62,1
RX1446,1,4,4,12,9,21,23.99,20.67,41.0,0
RX1447,6,6,11,13,16,17,86.53,93.2,86.41,1
RX1448,5,6,6,10,13,20,72.86,74.31,60.94,1
RX1449,7,7,14,14,14,16,86.58,77.37,99.95,1
RX1450,4,6,10,12,13,22,55.31,65.85,69.1,0
RX1451,6,7,7,10,21,23,56.3,69.4,72.16,0
RX1452,3,4,13,13,15,18,84.58,88.17,91.77,1
RX1453,1,5,4,11,9,21,35.46,27.84,54.45,0
RX1454,4,5,7,12,14,15,50.92,57.08,72.47,0
RX1455,5,5,10,12,23,23,94.79,81.31,88.91,1
RX1456,3,4,7,8,22,24,91.95,86.81,95.47,1
RX1457,6,6,9,10,19,20,86.02,93.72,96.91,1
RX1458,3,5,8,9,10,17,71.2,68.06,62.13,1
RX1459,6,7,11,12,17,20,95.73,83.47,97.29,1
RX1460,1,4,2,12,2,15,32.25,30.46,55.27,0
RX1461,5,5,11,12,23,24,99.73,77.21,89.37,1
RX1462,4,6,10,11,22,24,53.54,70.83,77.64,0
RX1463,1,6,4,12,2,24,24.04,32.24,42.14,0
RX1464,7,7,11,13,15,18,98.49,96.3,92.86,1
RX1465,3,6,10,14,15,19,66.47,69.92,61.09,0
RX1466,3,5,11,14,14,22,62.05,69.98,73.07,0
RX1467,4,5,9,14,10,16,79.37,67.8,72.33,1
RX1468,6,6,10,12,16,19,95.27,87.77,93.35,1
RX1469,4,5,7,8,20,23,65.2,52.15,84.24,0
RX1470,3,4,8,13,15,24,68.67,64.63,67.02,1
RX1471,3,4,8,10,15,17,99.24,77.04,91.54,1
RX1472,2,7,4,11,4,17,42.68,39.35,44.69,0
RX1473,5,5,10,12,14,16,96.86,87.04,92.97,1
RX1474,4,4,9,9,18,21,96.01,91.7,93.07,1
RX1475,4,7,7,8,19,21,77.88,53.84,64.5,0
RX1476,4,7,13,14,11,16,52.3,52.66,72.38,1
RX1477,4,6,12,13,15,16,50.76,68.75,65.37,0
RX1478,1,5,2,8,3,17,27.68,20.96,45.93,0
RX1479,2,7,2,12,6,19,25.94,20.77,40.41,0
RX1480,3,4,6,8,13,21,77.35,73.73,80.64,0
RX1481,1,5,3,14,4,23,22.43,46.25,57.18,0
RX1482,1,4,2,9,4,16,39.83,31.84,54.88,0
RX1483,5,6,12,13,15,24,67.31,66.44,64.87,0
RX1484,4,5,8,10,22,22,94.8,86.2,99.06,1
RX1485,4,5,12,13,17,23,76.36,58.92,67.5,1
RX1486,2,6,1,8,6,19,39.82,38.44,56.98,0
RX1487,3,4,14,14,18,19,97.81,89.7,98.76,1
RX1488,4,5,14,14,23,24,97.39,91.9,99.9,1
RX1489,2,7,2,12,7,23,46.25,47.72,53.41,0
RX1490,2,4,9,14,15,21,77.21,62.11,71.51,1
RX1491,5,6,7,8,20,21,89.79,79.77,85.24,1
RX1492,5,7,10,12,17,20,57.64,73.1,79.38,0
RX1493,6,7,7,12,15,16,71.39,51.01,69.66,0
RX1494,4,5,10,12,17,19,82.64,89.89,91.74,1
RX1495,6,6,11,12,19,22,95.1,77.22,97.92,1
RX1496,3,6,9,14,9,16,52.46,57.52,65.61,0
RX1497,7,7,9,10,22,24,86.0,88.28,91.12,1
RX1498,6,6,12,12,14,17,88.84,87.66,90.71,1
RX1499,4,7,7,10,13,17,73.07,67.22,78.54,1
RX1500,5,5,14,14,17,17,94.0,95.66,95.97,1
RX1501,2,7,4,11,7,20,30.87,42.02,42.08,0
RX1502,1,6,2,11,1,16,35.58,34.0,57.21,0
RX1503,1,4,1,11,9,22,35.86,42.61,48.79,0
RX1504,6,6,8,10,14,17,97.78,91.04,94.65,1
RX1505,4,5,5,8,11,16,59.72,66.97,74.08,1
RX1506,5,5,13,14,22,22,99.72,94.18,99.13,1
RX1507,5,5,11,13,21,21,82.95,79.0,85.21,1
RX1508,1,6,4,12,3,16,44.96,29.3,58.86,0
RX1509,4,5,9,11,18,18,91.59,97.55,85.18,1
RX1510,5,7,12,13,13,15,51.95,65.65,70.42,0
RX1511,2,6,2,9,10,24,36.64,38.01,59.54,0
RX1512,3,4,13,13,23,23,95.91,89.6,95.07,1
RX1513,2,6,2,13,7,20,39.2,38.23,43.07,0
RX1514,6,7,10,11,15,18,86.54,87.2,99.12,1
RX1515,4,4,7,8,14,16,80.16,85.94,88.84,1
RX1516,6,6,11,13,16,18,93.22,76.1,97.55,1
RX1517,1,4,1,8,6,16,33.24,21.97,48.03,0
RX1518,4,6,7,11,15,22,50.31,65.91,69.85,0
RX1519,3,4,12,12,16,17,90.2,88.23,98.14,1
RX1520,6,7,9,13,11,19,55.13,60.65,64.68,0
RX1521,3,6,9,12,17,20,66.61,67.95,82.43,1
RX1522,1,6,5,13,1,15,31.31,46.87,45.49,0
RX1523,1,7,4,10,4,21,46.85,40.23,44.09,0
RX1524,5,7,12,14,20,24,53.41,53.47,67.5,0
RX1525,2,6,3,10,6,16,24.42,40.83,57.85,0
RX1526,7,7,8,9,21,21,86.85,86.01,95.61,1
RX1527,2,4,8,9,13,19,75.59,56.35,67.66,0
RX1528,5,6,11,13,16,16,82.33,75.97,95.87,1
RX1529,2,7,1,11,1,24,24.27,41.25,41.36,0
RX1530,1,4,3,9,9,22,43.39,38.06,49.1,0
RX1531,5,6,7,9,15,16,84.64,76.17,99.18,1
RX1532,5,6,8,10,14,15,52.05,70.66,66.55,1
RX1533,6,7,6,8,14,16,86.25,79.46,97.89,1
RX1534,2,7,2,9,3,18,48.55,48.39,42.9,0
RX1535,4,4,10,12,21,24,99.29,85.1,94.8,1
RX1536,1,6,6,14,7,24,30.83,20.52,43.85,0
RX1537,1,6,6,14,6,15,49.44,30.48,58.43,0
RX1538,5,7,6,9,12,19,54.06,56.82,64.77,0
RX1539,7,7,8,9,15,16,95.11,90.13,95.33,1
RX1540,4,4,10,12,16,18,99.8,85.17,85.16,1
RX1541,3,6,10,12,14,21,58.08,61.22,82.08,0
RX1542,3,4,9,10,12,19,55.76,64.53,72.65,1
RX1543,4,5,6,11,9,15,52.64,67.08,74.51,0
RX1544,4,7,8,10,12,19,57.7,61.16,77.37,0
RX1545,1,7,4,12,5,18,34.26,25.78,52.55,0
RX1546,1,4,1,9,1,23,35.23,34.88,58.61,0
RX1547,3,4,7,10,14,17,56.72,61.1,72.11,1
RX1548,1,4,1,14,3,22,31.8,44.79,45.35,0
RX1549,1,6,4,12,4,22,30.93,26.92,49.4,0
RX1550,5,6,11,11,23,23,86.73,91.8,85.48,1
RX1551,1,4,2,14,4,20,26.46,49.96,48.66,0
RX1552,5,5,10,12,21,21,86.29,95.72,94.05,1
RX1553,1,5,3,12,4,22,32.08,30.3,48.02,0
RX1554,6,7,7,9,18,21,88.31,94.67,93.19,1
RX1555,2,4,5,8,19,20,70.91,74.94,68.1,0
RX1556,1,5,2,13,1,20,34.65,35.08,52.42,0
RX1557,1,5,2,9,3,21,31.91,25.22,47.56,0
RX1558,1,7,5,14,2,15,40.58,20.54,44.32,0
RX1559,3,5,6,9,20,22,67.3,74.1,65.0,1
RX1560,4,7,5,9,15,17,60.59,66.13,73.67,1
RX1561,1,5,3,8,10,24,34.44,33.52,48.48,0
RX1562,6,6,12,13,14,15,83.61,93.1,97.18,1
RX1563,6,7,6,8,12,19,60.13,62.26,67.92,0
RX1564,3,4,11,12,18,20,96.17,81.59,85.06,1
RX1565,1,6,2,12,1,21,22.61,28.6,55.63,0
RX1566,1,5,1,8,6,16,40.4,44.33,42.18,0
RX1567,3,5,12,14,11,17,69.91,60.36,61.11,1
RX1568,2,7,5,12,8,20,34.39,44.35,55.18,0
RX1569,1,5,1,9,7,20,47.68,23.88,46.37,0
RX1570,1,5,1,10,3,18,39.08,48.13,42.57,0
RX1571,2,4,10,13,18,24,73.97,59.06,65.44,0
RX1572,3,5,8,9,19,21,74.57,51.75,79.78,1
RX1573,1,5,2,12,2,21,34.57,30.29,48.37,0
RX1574,5,7,10,14,12,20,50.67,71.41,77.36,1
RX1575,4,5,7,8,22,22,97.71,97.16,85.36,1
RX1576,2,6,1,11,3,16,27.56,31.44,50.02,0
RX1577,3,4,8,12,10,15,63.68,70.35,69.52,0
RX1578,6,7,7,9,22,24,91.49,95.83,95.32,1
RX1579,4,5,10,12,12,15,98.11,75.92,88.3,1
RX1580,1,6,2,10,9,22,22.41,46.61,43.97,0
RX1581,4,7,9,12,18,23,51.76,68.23,68.22,1
RX1582,2,4,10,12,16,22,57.83,58.37,71.61,1
RX1583,1,6,5,13,1,17,49.53,36.71,53.22,0
RX1584,3,5,9,11,15,16,57.68,54.92,60.4,1
RX1585,4,5,6,10,9,15,52.28,67.39,66.32,1
RX1586,3,5,8,11,11,18,50.56,74.35,64.83,0
RX1587,2,6,2,8,7,16,26.27,29.2,49.5,0
RX1588,6,6,11,12,15,18,96.67,98.23,91.88,1
RX1589,1,4,2,8,4,17,44.42,24.94,40.11,0
RX1590,5,6,7,8,14,18,56.47,59.98,72.7,1
RX1591,5,6,8,13,16,23,70.83,52.8,74.13,0
RX1592,1,4,1,10,4,16,46.79,48.68,50.29,0
RX1593,1,5,2,13,7,17,29.18,23.82,50.91,0
RX1594,4,5,13,14,13,23,71.45,68.2,76.66,1
RX1595,7,7,11,13,12,15,93.4,93.32,93.81,1
RX1596,7,7,14,14,22,24,82.65,84.88,87.66,1
RX1597,6,7,11,13,15,18,53.44,68.15,61.29,1
RX1598,2,7,3,10,4,21,27.22,35.47,51.39,0
RX1599,6,6,9,11,16,18,91.73,97.74,87.83,1
RX1600,3,4,9,9,19,21,80.84,86.35,97.02,1
RX1601,4,5,7,9,20,24,67.66,69.46,62.33,0
RX1602,4,7,7,13,15,22,77.09,70.35,67.86,0
RX1603,2,7,5,14,4,24,36.9,23.6,50.64,0
RX1604,1,5,1,13,1,15,41.22,34.38,51.69,0
RX1605,2,7,5,14,5,16,38.89,49.61,47.96,0
RX1606,5,5,9,11,21,21,83.09,97.16,89.12,1
RX1607,3,4,5,9,14,18,64.14,52.97,81.24,0
RX1608,7,7,7,8,22,24,91.99,83.75,91.66,1
RX1609,5,6,6,8,17,17,97.91,92.3,86.82,1
RX1610,1,5,5,12,7,24,48.72,49.87,54.61,0
RX1611,1,4,4,13,3,19,26.09,47.59,58.3,0
RX1612,1,6,4,14,2,21,42.03,40.59,46.36,0
RX1613,5,7,11,13,14,24,59.71,71.42,74.84,1
RX1614,1,4,3,8,4,19,35.54,41.13,57.81,0
RX1615,4,5,6,10,16,19,77.74,70.66,68.35,0
RX1616,4,7,8,13,14,17,74.97,71.16,76.96,1
RX1617,6,7,9,9,16,19,82.74,89.73,98.47,1
RX1618,7,7,12,14,17,19,84.92,91.98,98.1,1
RX1619,6,7,8,10,14,16,80.57,92.38,97.11,1
RX1620,6,6,14,14,20,22,87.83,89.73,89.14,1
RX1621,3,4,11,11,18,19,83.11,99.0,85.57,1
RX1622,2,7,2,14,9,20,36.23,46.77,53.6,0
RX1623,6,6,8,10,22,23,98.09,88.15,96.87,1
RX1624,5,6,12,13,22,24,97.48,81.59,88.08,1
RX1625,1,6,2,9,8,20,41.16,40.27,56.13,0
RX1626,1,5,2,10,7,16,33.44,29.28,50.05,0
RX1627,4,7,10,11,19,20,58.77,69.66,78.81,0
RX1628,4,6,9,12,15,17,52.87,59.9,84.58,0
RX1629,2,4,9,14,16,17,76.97,68.17,72.74,1
RX1630,1,7,2,11,6,20,48.57,43.79,51.57,0
RX1631,5,6,7,8,15,17,91.23,90.92,99.59,1
RX1632,6,6,10,10,14,17,88.09,96.88,87.84,1
RX1633,4,7,8,12,9,15,51.55,55.28,61.86,0
RX1634,1,4,5,12,5,24,36.48,28.19,44.89,0
RX1635,4,5,9,10,18,19,86.91,83.5,98.5,1
RX1636,3,6,8,9,9,16,53.39,60.78,77.17,1
RX1637,2,4,8,12,12,15,73.2,73.31,77.68,1
RX1638,4,5,9,9,22,24,96.75,96.94,89.5,1
RX1639,4,5,10,10,20,22,98.46,81.73,99.84,1
RX1640,7,7,12,13,20,20,86.36,80.8,98.18,1
RX1641,5,6,10,13,14,24,68.47,52.52,74.68,1
RX1642,3,5,7,12,14,17,54.69,73.94,79.47,0
RX1643,3,4,9,12,21,22,59.72,62.99,79.57,1
RX1644,4,5,5,9,14,21,57.4,70.08,75.3,1
RX1645,3,4,5,8,13,20,60.95,71.99,60.98,1
RX1646,4,5,12,12,23,24,90.27,95.24,93.3,1
RX1647,5,5,8,10,21,24,81.45,92.85,95.54,1
RX1648,6,6,8,8,18,19,83.78,81.41,85.8,1
RX1649,7,7,11,13,19,19,98.48,99.24,92.54,1
RX1650,3,4,9,11,19,22,80.25,97.46,93.72,1
RX1651,1,7,6,14,3,24,35.64,45.86,49.83,0
RX1652,4,5,9,14,14,15,59.85,51.88,61.83,1
RX1653,5,5,8,10,22,22,81.65,88.76,89.07,1
RX1654,3,4,9,11,17,20,89.46,99.22,96.58,1
RX1655,2,4,8,9,11,18,78.08,52.38,76.85,0
RX1656,6,6,11,13,18,21,80.18,94.4,94.76,1
RX1657,5,6,11,12,15,15,86.45,89.29,99.35,1
RX1658,1,7,1,11,7,19,42.9,22.99,55.54,0
RX1659,4,4,9,9,13,16,82.39,98.1,86.17,1
RX1660,6,6,14,14,20,20,97.69,95.39,94.27,1
RX1661,1,7,3,9,4,17,39.37,49.57,44.28,0
RX1662,3,5,12,13,10,17,62.82,60.26,84.71,1
RX1663,4,6,8,14,11,16,52.87,59.57,83.61,1
RX1664,5,6,7,10,11,16,65.15,73.97,64.31,0
RX1665,5,7,7,9,17,20,59.42,67.11,65.39,0
RX1666,1,4,1,9,2,21,32.95,49.08,42.81,0
RX1667,2,7,4,11,7,17,47.36,25.84,52.26,0
RX1668,1,5,4,13,3,15,23.17,25.65,50.01,0
RX1669,1,6,1,12,5,22,45.38,48.36,57.29,0
RX1670,4,7,9,10,11,19,51.55,72.9,82.71,0
RX1671,3,4,7,9,11,18,74.33,69.34,63.63,1
RX1672,3,5,7,8,16,18,52.33,62.43,63.7,0
RX1673,3,4,14,14,16,19,87.93,84.25,89.27,1
RX1674,6,6,13,13,17,20,92.5,75.37,96.22,1
RX1675,6,7,12,13,22,22,84.11,93.89,91.77,1
RX1676,4,5,8,10,21,23,97.43,95.69,90.4,1
RX1677,1,7,2,12,3,15,39.13,29.12,50.81,0
RX1678,1,7,2,10,3,19,49.13,49.38,53.1,0
RX1679,2,7,4,13,1,16,23.03,23.37,51.46,0
RX1680,4,5,10,12,16,19,93.31,81.63,93.56,1
RX1681,3,4,6,8,21,24,79.58,51.23,82.16,1
RX1682,6,6,14,14,22,22,83.63,81.11,97.49,1
