attendance,punctuality,sprint_completion,task_quality,deadline_met,communication,collaboration,initiative_score,performance
88.94,100,83.33333333333334,86.65,85.96,86.95652173913044,78.26086956521739,92.3076923076923,Good
96.69,100,100.0,89.67,92.14,100.0,90.0,100.0,Good
76.73,0,50.0,72.6,67.91,59.09090909090909,53.18181818181819,69.23076923076923,Average
90.36,100,100.0,95.56,87.51,95.45454545454545,85.9090909090909,100.0,Good
87.62,100,100.0,88.3,94.12,100.0,90.0,91.66666666666666,Good
59.29,0,20.0,37.34,42.48,18.181818181818183,16.363636363636367,20.0,Poor
86.4,100,75.0,92.3,87.06,100.0,90.0,100.0,Good
41.45,0,20.0,29.19,45.14,26.666666666666668,24.0,30.0,Poor
98.46,100,83.33333333333334,89.24,96.12,80.0,72.0,100.0,Good
85.74,100,85.71428571428571,92.89,83.88,89.47368421052632,80.52631578947368,75.0,Good
47.34,0,33.33333333333333,45.22,21.0,41.17647058823529,37.05882352941176,18.181818181818183,Poor
84.64,100,80.0,77.67,60.65,80.95238095238095,72.85714285714286,85.71428571428571,Good
58.67,0,25.0,22.88,32.74,37.5,33.75,38.46153846153847,Poor
52.68,0,28.57142857142857,44.3,22.63,40.909090909090914,36.81818181818182,30.76923076923077,Poor
97.09,100,80.0,93.48,78.34,100.0,90.0,90.0,Good
53.25,0,28.57142857142857,42.25,29.08,17.391304347826086,15.652173913043478,25.0,Poor
99.42,100,85.71428571428571,91.3,91.74,85.0,76.5,81.81818181818183,Good
79.7,0,80.0,79.48,63.2,95.23809523809523,85.71428571428571,90.9090909090909,Average
98.86,100,75.0,97.16,82.46,85.0,76.5,92.85714285714286,Good
52.65,0,33.33333333333333,33.12,47.98,14.285714285714285,12.857142857142856,10.0,Poor
95.18,100,100.0,97.05,87.51,95.23809523809523,85.71428571428571,100.0,Good
40.01,0,16.666666666666664,39.57,41.81,11.11111111111111,10.0,9.090909090909092,Poor
84.66,0,60.0,51.13,53.08,57.14285714285714,51.42857142857142,87.5,Average
48.3,0,14.285714285714285,45.33,27.18,25.0,22.5,33.33333333333333,Poor
53.07,0,28.57142857142857,37.6,38.73,22.727272727272727,20.454545454545453,12.5,Poor
57.09,0,16.666666666666664,41.46,36.7,43.75,39.375,11.11111111111111,Poor
56.27,0,16.666666666666664,32.16,23.77,5.555555555555555,5.0,9.090909090909092,Poor
71.78,0,60.0,77.18,70.96,82.35294117647058,74.11764705882352,57.14285714285714,Average
81.66,100,66.66666666666666,75.27,55.71,93.75,84.375,75.0,Good
50.25,0,25.0,27.5,45.1,37.5,33.75,9.090909090909092,Poor
89.35,100,100.0,97.64,85.23,86.36363636363636,77.72727272727272,85.71428571428571,Good
68.65,0,75.0,79.19,54.84,75.0,67.5,54.54545454545454,Average
93.15,100,100.0,97.84,88.39,100.0,90.0,100.0,Good
73.74,100,71.42857142857143,51.62,61.43,83.33333333333334,75.00000000000001,54.54545454545454,Average
56.51,0,16.666666666666664,34.45,37.14,43.75,39.375,23.076923076923077,Poor
49.81,0,16.666666666666664,45.46,41.18,15.0,13.5,9.090909090909092,Poor
56.06,0,25.0,26.63,28.07,4.166666666666666,3.7499999999999996,27.27272727272727,Poor
91.19,100,83.33333333333334,89.84,97.02,100.0,90.0,100.0,Good
42.28,0,16.666666666666664,40.42,23.64,6.666666666666667,6.0,7.142857142857142,Poor
62.65,0,50.0,59.42,65.84,66.66666666666666,59.99999999999999,81.81818181818183,Average
40.75,0,14.285714285714285,29.72,49.32,27.77777777777778,25.0,18.181818181818183,Poor
94.62,100,83.33333333333334,89.51,84.09,95.0,85.5,85.71428571428571,Good
96.85,100,75.0,99.38,99.8,100.0,90.0,75.0,Good
58.28,0,25.0,43.54,44.79,38.095238095238095,34.285714285714285,33.33333333333333,Poor
59.64,0,14.285714285714285,37.59,27.84,29.166666666666668,26.25,23.076923076923077,Poor
94.56,100,85.71428571428571,97.9,99.57,95.83333333333334,86.25000000000001,85.71428571428571,Good
78.29,0,83.33333333333334,77.65,68.94,57.14285714285714,51.42857142857142,77.77777777777779,Average
80.97,0,50.0,64.48,58.08,72.72727272727273,65.45454545454547,75.0,Average
62.92,100,57.14285714285714,58.22,57.87,80.0,72.0,57.14285714285714,Average
53.75,0,14.285714285714285,23.13,41.61,8.695652173913043,7.826086956521739,27.27272727272727,Poor
95.4,100,100.0,95.13,81.43,100.0,90.0,100.0,Good
53.54,0,20.0,39.1,26.64,5.555555555555555,5.0,25.0,Poor
56.03,0,28.57142857142857,34.94,45.25,10.526315789473683,9.473684210526315,15.384615384615385,Poor
97.32,100,100.0,80.21,94.41,81.25,73.125,90.0,Good
41.98,0,28.57142857142857,23.28,43.83,37.5,33.75,33.33333333333333,Poor
82.2,0,85.71428571428571,63.71,73.55,57.14285714285714,51.42857142857142,61.53846153846154,Average
86.91,100,80.0,97.4,78.47,82.35294117647058,74.11764705882352,100.0,Good
92.21,100,100.0,86.73,80.86,93.33333333333333,84.0,100.0,Good
44.76,0,33.33333333333333,24.59,20.3,26.31578947368421,23.684210526315788,36.36363636363637,Poor
97.5,100,100.0,94.65,92.15,81.25,73.125,92.85714285714286,Good
65.35,100,80.0,59.41,53.55,91.66666666666666,82.5,63.63636363636363,Average
88.6,100,100.0,97.01,80.74,95.23809523809523,85.71428571428571,80.0,Good
86.25,100,100.0,90.65,97.63,90.0,81.0,84.61538461538461,Good
90.79,100,100.0,96.15,94.07,94.44444444444444,85.0,85.71428571428571,Good
55.41,0,28.57142857142857,34.84,42.27,5.88235294117647,5.294117647058823,14.285714285714285,Poor
78.51,0,80.0,64.48,58.28,58.333333333333336,52.5,69.23076923076923,Average
40.58,0,28.57142857142857,40.37,49.55,23.809523809523807,21.428571428571427,25.0,Poor
55.57,0,28.57142857142857,46.02,27.01,37.5,33.75,25.0,Poor
75.39,0,60.0,54.01,57.76,94.44444444444444,85.0,84.61538461538461,Average
77.72,100,66.66666666666666,51.09,63.78,66.66666666666666,59.99999999999999,55.55555555555556,Average
57.91,0,33.33333333333333,40.17,25.9,13.043478260869565,11.739130434782608,30.0,Poor
59.26,0,14.285714285714285,32.07,43.5,33.33333333333333,29.999999999999996,22.22222222222222,Poor
77.14,0,50.0,60.9,51.31,93.33333333333333,84.0,50.0,Average
98.65,100,83.33333333333334,84.81,91.48,100.0,90.0,90.9090909090909,Good
87.29,100,85.71428571428571,81.9,75.17,100.0,90.0,100.0,Good
46.7,0,25.0,35.71,26.14,4.545454545454546,4.090909090909092,16.666666666666664,Poor
67.92,100,66.66666666666666,56.22,59.44,63.1578947368421,56.84210526315789,62.5,Average
94.96,100,100.0,98.74,84.43,82.35294117647058,74.11764705882352,90.0,Good
84.52,100,75.0,76.25,70.27,60.86956521739131,54.78260869565218,75.0,Good
89.43,100,100.0,91.26,82.83,88.88888888888889,80.0,81.81818181818183,Good
74.54,0,75.0,60.26,54.21,66.66666666666666,59.99999999999999,66.66666666666666,Average
46.49,0,33.33333333333333,29.4,35.8,38.88888888888889,35.00000000000001,20.0,Poor
77.75,100,57.14285714285714,68.87,53.82,84.21052631578947,75.78947368421052,70.0,Average
69.77,0,75.0,70.03,51.01,82.35294117647058,74.11764705882352,84.61538461538461,Average
63.25,100,80.0,53.1,54.52,66.66666666666666,59.99999999999999,81.81818181818183,Average
85.21,100,100.0,80.44,95.42,100.0,90.0,100.0,Good
41.39,0,28.57142857142857,30.27,23.24,19.047619047619047,17.142857142857142,8.333333333333332,Poor
64.48,100,50.0,54.23,65.22,94.11764705882352,84.70588235294117,63.63636363636363,Average
98.55,100,100.0,95.94,78.19,90.0,81.0,100.0,Good
64.73,0,75.0,70.8,51.77,70.83333333333334,63.75000000000001,85.71428571428571,Average
72.84,100,50.0,50.61,61.99,56.25,50.625,61.53846153846154,Average
55.87,0,25.0,49.79,42.75,30.0,27.0,9.090909090909092,Poor
45.97,0,20.0,38.15,31.87,41.66666666666667,37.50000000000001,20.0,Poor
50.87,0,25.0,25.54,30.23,38.88888888888889,35.00000000000001,20.0,Poor
86.66,100,80.0,91.17,97.59,100.0,90.0,80.0,Good
64.25,0,60.0,61.95,57.11,62.5,56.25,84.61538461538461,Average
78.28,100,50.0,76.39,51.13,76.19047619047619,68.57142857142857,77.77777777777779,Average
56.67,0,20.0,34.69,42.88,5.555555555555555,5.0,9.090909090909092,Poor
47.24,0,16.666666666666664,49.99,45.3,45.0,40.5,41.66666666666667,Poor
62.83,0,50.0,73.7,65.46,60.0,54.0,63.63636363636363,Average
89.16,100,85.71428571428571,89.38,82.34,93.75,84.375,84.61538461538461,Good
51.25,0,33.33333333333333,22.0,44.89,13.636363636363635,12.272727272727272,20.0,Poor
83.98,100,57.14285714285714,68.18,52.24,88.23529411764706,79.41176470588235,87.5,Average
59.14,0,25.0,33.5,45.75,40.0,36.0,40.0,Poor
85.06,100,100.0,89.09,80.23,91.66666666666666,82.5,85.71428571428571,Good
91.78,100,80.0,99.61,83.76,100.0,90.0,90.9090909090909,Good
75.76,100,85.71428571428571,61.35,61.83,65.21739130434783,58.69565217391305,72.72727272727273,Average
46.17,0,20.0,23.51,49.58,44.44444444444444,40.0,20.0,Poor
91.3,100,75.0,85.32,87.43,100.0,90.0,100.0,Good
85.8,100,100.0,81.44,93.68,94.44444444444444,85.0,100.0,Good
88.63,100,80.0,99.7,82.74,86.66666666666667,78.0,90.9090909090909,Good
78.47,100,83.33333333333334,77.54,72.8,94.11764705882352,84.70588235294117,75.0,Good
59.07,0,14.285714285714285,35.98,39.16,4.545454545454546,4.090909090909092,41.66666666666667,Poor
85.84,100,83.33333333333334,81.91,75.56,88.23529411764706,79.41176470588235,100.0,Good
99.34,100,100.0,93.0,91.34,91.66666666666666,82.5,80.0,Good
62.29,0,50.0,71.62,69.14,72.72727272727273,65.45454545454547,54.54545454545454,Average
87.79,100,100.0,89.37,98.46,86.36363636363636,77.72727272727272,81.81818181818183,Good
75.22,100,57.14285714285714,76.07,63.85,60.0,54.0,75.0,Average
84.21,0,60.0,53.49,59.0,80.0,72.0,80.0,Average
99.34,100,100.0,86.39,81.31,95.83333333333334,86.25000000000001,100.0,Good
70.66,100,83.33333333333334,62.73,53.92,76.47058823529412,68.82352941176471,91.66666666666666,Average
62.37,0,57.14285714285714,68.66,74.22,89.47368421052632,80.52631578947368,90.0,Average
99.34,100,83.33333333333334,83.53,82.13,95.83333333333334,86.25000000000001,83.33333333333334,Good
68.38,100,57.14285714285714,75.78,64.87,85.0,76.5,90.9090909090909,Average
51.26,0,20.0,25.01,49.78,33.33333333333333,29.999999999999996,28.57142857142857,Poor
77.1,100,83.33333333333334,62.58,74.14,73.91304347826086,66.52173913043478,85.71428571428571,Good
59.05,0,16.666666666666664,29.44,26.06,27.77777777777778,25.0,16.666666666666664,Poor
95.16,100,100.0,97.22,76.75,87.5,78.75,100.0,Good
65.54,0,57.14285714285714,73.05,72.13,62.5,56.25,87.5,Average
97.71,100,83.33333333333334,90.26,91.77,86.95652173913044,78.26086956521739,92.85714285714286,Good
53.11,0,20.0,30.43,35.62,5.263157894736842,4.7368421052631575,36.36363636363637,Poor
77.19,0,50.0,63.55,60.2,87.5,78.75,77.77777777777779,Average
98.54,100,100.0,88.47,89.29,85.71428571428571,77.14285714285714,100.0,Good
72.56,0,71.42857142857143,79.88,54.5,78.94736842105263,71.05263157894737,63.63636363636363,Average
66.0,0,71.42857142857143,62.91,61.68,83.33333333333334,75.00000000000001,58.333333333333336,Average
92.57,100,100.0,91.11,98.68,94.11764705882352,84.70588235294117,91.66666666666666,Good
48.98,0,33.33333333333333,27.95,36.09,21.052631578947366,18.94736842105263,40.0,Poor
92.49,100,85.71428571428571,95.36,99.02,94.73684210526315,85.26315789473684,87.5,Good
72.13,0,60.0,61.84,73.83,88.88888888888889,80.0,83.33333333333334,Average
64.44,0,83.33333333333334,66.77,67.68,88.23529411764706,79.41176470588235,83.33333333333334,Average
64.26,0,60.0,66.38,50.86,70.83333333333334,63.75000000000001,63.63636363636363,Average
64.4,0,50.0,50.28,70.2,89.47368421052632,80.52631578947368,72.72727272727273,Average
87.82,100,100.0,81.74,80.57,88.88888888888889,80.0,100.0,Good
74.74,100,57.14285714285714,68.17,74.07,79.16666666666666,71.25,63.63636363636363,Average
45.25,0,25.0,29.69,27.12,25.0,22.5,9.090909090909092,Poor
94.96,100,75.0,96.12,82.24,86.36363636363636,77.72727272727272,92.85714285714286,Good
92.44,100,100.0,93.83,97.08,100.0,90.0,100.0,Good
91.06,100,85.71428571428571,97.31,93.11,86.66666666666667,78.0,100.0,Good
84.55,100,85.71428571428571,63.63,59.65,90.9090909090909,81.81818181818181,75.0,Good
78.35,100,50.0,58.46,55.83,94.11764705882352,84.70588235294117,91.66666666666666,Average
87.95,100,100.0,82.02,90.24,82.35294117647058,74.11764705882352,80.0,Good
78.49,100,75.0,56.4,59.63,65.0,58.5,72.72727272727273,Average
55.84,0,33.33333333333333,24.93,44.12,17.391304347826086,15.652173913043478,33.33333333333333,Poor
91.17,100,100.0,85.26,88.91,94.73684210526315,85.26315789473684,75.0,Good
47.02,0,20.0,28.36,43.15,5.263157894736842,4.7368421052631575,16.666666666666664,Poor
78.31,0,71.42857142857143,64.15,62.4,94.11764705882352,84.70588235294117,91.66666666666666,Average
50.01,0,28.57142857142857,29.7,20.69,20.0,18.0,8.333333333333332,Poor
84.8,100,75.0,57.75,62.02,76.47058823529412,68.82352941176471,91.66666666666666,Average
62.18,100,60.0,70.0,65.13,75.0,67.5,87.5,Average
71.49,0,57.14285714285714,72.78,57.85,77.77777777777779,70.00000000000001,87.5,Average
89.94,100,100.0,86.04,91.26,90.0,81.0,100.0,Good
61.05,0,57.14285714285714,65.35,73.59,81.81818181818183,73.63636363636364,75.0,Average
88.63,100,100.0,91.47,96.34,80.0,72.0,84.61538461538461,Good
94.79,100,100.0,90.24,99.81,94.73684210526315,85.26315789473684,90.9090909090909,Good
63.11,0,50.0,70.69,62.05,57.14285714285714,51.42857142857142,84.61538461538461,Average
97.92,100,83.33333333333334,90.11,95.43,91.30434782608695,82.17391304347827,90.9090909090909,Good
77.3,100,71.42857142857143,56.02,61.3,89.47368421052632,80.52631578947368,70.0,Average
43.08,0,16.666666666666664,47.5,36.81,31.25,28.125,27.27272727272727,Poor
46.39,0,20.0,33.29,21.03,33.33333333333333,29.999999999999996,35.714285714285715,Poor
80.79,0,71.42857142857143,52.99,56.81,69.56521739130434,62.608695652173914,76.92307692307693,Average
47.3,0,14.285714285714285,22.25,48.3,4.545454545454546,4.090909090909092,7.142857142857142,Poor
94.43,100,80.0,92.54,90.95,100.0,90.0,90.9090909090909,Good
85.29,100,100.0,80.56,95.13,100.0,90.0,88.88888888888889,Good
60.96,0,50.0,67.13,63.18,86.66666666666667,78.0,50.0,Average
86.85,100,85.71428571428571,91.87,79.1,86.66666666666667,78.0,100.0,Good
52.87,0,14.285714285714285,40.03,38.28,37.5,33.75,27.27272727272727,Poor
97.15,100,100.0,82.29,82.86,100.0,90.0,87.5,Good
87.55,100,83.33333333333334,85.56,84.96,100.0,90.0,84.61538461538461,Good
75.23,0,66.66666666666666,69.35,71.29,61.111111111111114,55.00000000000001,91.66666666666666,Average
80.09,0,85.71428571428571,78.62,69.38,95.65217391304348,86.08695652173914,71.42857142857143,Average
47.88,0,28.57142857142857,40.35,38.23,4.761904761904762,4.285714285714286,23.076923076923077,Poor
94.73,100,85.71428571428571,86.66,93.87,100.0,90.0,87.5,Good
71.47,0,83.33333333333334,70.65,62.81,76.47058823529412,68.82352941176471,81.81818181818183,Average
51.26,0,14.285714285714285,43.72,31.22,26.31578947368421,23.684210526315788,27.27272727272727,Poor
92.98,100,80.0,97.04,88.98,80.0,72.0,81.81818181818183,Good
86.26,100,85.71428571428571,85.73,84.17,85.71428571428571,77.14285714285714,80.0,Good
89.39,100,75.0,92.34,89.97,95.0,85.5,100.0,Good
69.55,100,83.33333333333334,59.17,62.94,71.42857142857143,64.28571428571429,90.0,Average
60.54,100,60.0,57.33,64.01,61.111111111111114,55.00000000000001,66.66666666666666,Average
87.07,100,100.0,92.68,99.62,85.0,76.5,84.61538461538461,Good
99.3,100,100.0,87.94,89.28,88.23529411764706,79.41176470588235,77.77777777777779,Good
83.76,100,71.42857142857143,59.45,64.39,87.5,78.75,71.42857142857143,Average
78.42,100,66.66666666666666,74.35,68.55,76.19047619047619,68.57142857142857,69.23076923076923,Average
42.14,0,20.0,27.99,35.44,8.695652173913043,7.826086956521739,22.22222222222222,Poor
49.4,0,28.57142857142857,26.14,30.14,4.761904761904762,4.285714285714286,14.285714285714285,Poor
65.65,0,50.0,61.97,74.5,57.89473684210527,52.10526315789474,64.28571428571429,Poor
62.16,0,75.0,76.16,57.22,77.27272727272727,69.54545454545455,88.88888888888889,Average
67.28,0,71.42857142857143,71.48,53.39,94.11764705882352,84.70588235294117,76.92307692307693,Average
91.92,100,100.0,90.56,88.5,90.47619047619048,81.42857142857143,83.33333333333334,Good
92.02,100,100.0,97.24,97.23,95.45454545454545,85.9090909090909,100.0,Good
99.26,100,83.33333333333334,92.02,92.75,100.0,90.0,87.5,Good
94.91,100,85.71428571428571,95.53,88.81,88.88888888888889,80.0,100.0,Good
75.82,100,57.14285714285714,50.94,54.26,77.27272727272727,69.54545454545455,70.0,Average
52.69,0,20.0,43.54,25.56,12.5,11.25,12.5,Poor
91.03,100,85.71428571428571,92.1,91.49,95.83333333333334,86.25000000000001,100.0,Good
97.81,100,100.0,99.2,95.51,86.36363636363636,77.72727272727272,100.0,Good
55.41,0,14.285714285714285,33.15,20.91,38.88888888888889,35.00000000000001,41.66666666666667,Poor
85.09,100,100.0,95.96,89.08,95.83333333333334,86.25000000000001,80.0,Good
99.88,100,75.0,93.44,86.49,87.5,78.75,87.5,Good
99.01,100,75.0,98.08,75.39,100.0,90.0,83.33333333333334,Good
99.18,100,100.0,93.57,89.26,100.0,90.0,90.0,Good
58.54,0,28.57142857142857,24.86,41.02,33.33333333333333,29.999999999999996,23.076923076923077,Poor
40.47,0,28.57142857142857,21.93,32.07,4.3478260869565215,3.9130434782608696,16.666666666666664,Poor
74.73,0,85.71428571428571,53.82,52.33,81.81818181818183,73.63636363636364,70.0,Average
90.76,100,100.0,88.05,97.26,94.11764705882352,84.70588235294117,100.0,Good
96.96,100,100.0,84.47,76.39,100.0,90.0,100.0,Good
77.47,100,85.71428571428571,60.04,67.39,73.68421052631578,66.3157894736842,72.72727272727273,Average
91.03,100,100.0,90.69,95.82,84.21052631578947,75.78947368421052,85.71428571428571,Good
55.5,0,16.666666666666664,27.27,25.07,11.76470588235294,10.588235294117647,9.090909090909092,Poor
61.12,0,85.71428571428571,69.0,70.27,64.70588235294117,58.23529411764706,75.0,Average
88.37,100,100.0,93.55,93.96,87.5,78.75,88.88888888888889,Good
61.99,0,75.0,66.24,50.59,94.44444444444444,85.0,87.5,Average
80.51,100,75.0,71.97,65.27,91.66666666666666,82.5,53.84615384615385,Good
58.04,0,28.57142857142857,36.95,48.46,6.25,5.625,41.66666666666667,Poor
92.58,100,100.0,89.9,96.16,83.33333333333334,75.00000000000001,80.0,Good
90.21,100,100.0,87.94,81.72,85.0,76.5,88.88888888888889,Good
47.4,0,25.0,23.0,44.15,44.44444444444444,40.0,25.0,Poor
48.57,0,25.0,46.54,38.49,18.75,16.875,40.0,Poor
46.81,0,20.0,25.35,47.14,41.17647058823529,37.05882352941176,25.0,Poor
59.52,0,14.285714285714285,26.34,38.98,21.73913043478261,19.565217391304348,30.0,Poor
66.28,0,80.0,64.16,59.57,95.45454545454545,85.9090909090909,90.0,Average
86.17,100,75.0,97.53,80.04,100.0,90.0,100.0,Good
62.84,0,75.0,72.05,54.72,95.0,85.5,90.0,Average
79.78,100,75.0,65.94,70.14,64.70588235294117,58.23529411764706,81.81818181818183,Average
58.45,0,28.57142857142857,36.92,39.62,45.45454545454545,40.90909090909091,35.714285714285715,Poor
85.71,100,85.71428571428571,94.3,90.37,95.65217391304348,86.08695652173914,100.0,Good
59.97,0,28.57142857142857,36.47,48.47,8.333333333333332,7.499999999999999,10.0,Poor
49.21,0,25.0,20.24,20.28,35.0,31.5,40.0,Poor
40.25,0,14.285714285714285,20.33,29.36,23.52941176470588,21.176470588235293,33.33333333333333,Poor
76.77,0,60.0,65.25,53.93,89.47368421052632,80.52631578947368,83.33333333333334,Average
92.76,100,80.0,85.29,88.19,88.23529411764706,79.41176470588235,83.33333333333334,Good
89.28,100,85.71428571428571,98.98,94.43,80.0,72.0,100.0,Good
66.58,100,71.42857142857143,69.85,74.99,95.23809523809523,85.71428571428571,66.66666666666666,Good
95.71,100,100.0,89.13,84.65,100.0,90.0,90.9090909090909,Good
55.85,0,20.0,24.04,24.53,43.47826086956522,39.130434782608695,9.090909090909092,Poor
84.75,100,80.0,74.76,57.62,91.66666666666666,82.5,90.0,Good
77.89,0,60.0,63.73,56.47,72.22222222222221,65.0,54.54545454545454,Average
89.74,100,75.0,82.42,79.22,100.0,90.0,92.85714285714286,Good
53.42,0,14.285714285714285,31.21,40.66,6.666666666666667,6.0,21.428571428571427,Poor
72.58,100,50.0,50.08,60.82,57.14285714285714,51.42857142857142,70.0,Average
41.48,0,28.57142857142857,37.52,26.29,25.0,22.5,35.714285714285715,Poor
69.45,100,75.0,66.71,73.23,87.5,78.75,75.0,Good
50.65,0,33.33333333333333,24.81,36.34,15.0,13.5,11.11111111111111,Poor
54.41,0,20.0,25.67,34.08,33.33333333333333,29.999999999999996,7.142857142857142,Poor
91.91,100,100.0,93.43,76.87,100.0,90.0,90.9090909090909,Good
70.46,0,50.0,60.89,71.12,71.42857142857143,64.28571428571429,62.5,Average
45.81,0,25.0,22.08,26.31,14.285714285714285,12.857142857142856,7.6923076923076925,Poor
83.86,0,80.0,51.0,61.76,85.71428571428571,77.14285714285714,85.71428571428571,Average
92.57,100,83.33333333333334,96.53,77.67,81.25,73.125,88.88888888888889,Good
94.92,100,80.0,91.64,81.22,100.0,90.0,100.0,Good
48.04,0,28.57142857142857,34.89,44.74,16.666666666666664,14.999999999999998,25.0,Poor
45.05,0,33.33333333333333,41.39,24.73,30.0,27.0,37.5,Poor
58.88,0,20.0,24.34,24.02,15.0,13.5,38.46153846153847,Poor
63.2,100,85.71428571428571,73.73,62.76,95.0,85.5,76.92307692307693,Good
82.74,100,75.0,51.65,54.68,84.21052631578947,75.78947368421052,66.66666666666666,Average
49.87,0,14.285714285714285,43.22,44.41,42.857142857142854,38.57142857142857,15.384615384615385,Poor
84.57,0,66.66666666666666,77.1,52.61,77.27272727272727,69.54545454545455,50.0,Average
86.07,100,100.0,83.81,86.05,100.0,90.0,92.3076923076923,Good
99.92,100,75.0,88.54,80.84,88.23529411764706,79.41176470588235,100.0,Good
56.02,0,14.285714285714285,47.4,28.27,18.75,16.875,33.33333333333333,Poor
68.04,100,75.0,64.51,62.53,68.75,61.875,90.0,Average
46.36,0,20.0,44.99,49.62,38.095238095238095,34.285714285714285,11.11111111111111,Poor
99.17,100,83.33333333333334,90.39,89.07,95.83333333333334,86.25000000000001,90.9090909090909,Good
47.18,0,20.0,32.01,46.11,25.0,22.5,20.0,Poor
72.88,0,75.0,61.78,64.44,80.0,72.0,55.55555555555556,Average
93.81,100,100.0,82.82,87.83,100.0,90.0,84.61538461538461,Good
84.06,100,83.33333333333334,77.43,50.52,55.55555555555556,50.0,58.333333333333336,Average
76.5,0,71.42857142857143,58.24,52.73,66.66666666666666,59.99999999999999,71.42857142857143,Average
80.23,0,60.0,72.31,63.3,76.47058823529412,68.82352941176471,77.77777777777779,Average
57.3,0,25.0,48.98,48.25,27.27272727272727,24.545454545454543,36.36363636363637,Poor
92.18,100,100.0,88.44,78.67,86.66666666666667,78.0,84.61538461538461,Good
63.46,100,50.0,71.42,68.4,95.65217391304348,86.08695652173914,81.81818181818183,Average
96.19,100,100.0,89.39,94.57,94.11764705882352,84.70588235294117,100.0,Good
60.82,100,85.71428571428571,69.13,50.23,65.21739130434783,58.69565217391305,60.0,Average
42.13,0,25.0,47.98,30.36,45.0,40.5,16.666666666666664,Poor
59.83,0,20.0,28.08,27.28,33.33333333333333,29.999999999999996,27.27272727272727,Poor
98.27,100,75.0,99.42,98.69,85.71428571428571,77.14285714285714,100.0,Good
46.78,0,14.285714285714285,25.41,42.98,38.88888888888889,35.00000000000001,38.46153846153847,Poor
91.15,100,75.0,85.14,75.87,100.0,90.0,100.0,Good
94.88,100,100.0,81.04,77.39,83.33333333333334,75.00000000000001,87.5,Good
85.57,100,100.0,95.26,89.61,86.95652173913044,78.26086956521739,75.0,Good
96.77,100,100.0,88.29,98.26,86.95652173913044,78.26086956521739,84.61538461538461,Good
75.63,100,71.42857142857143,73.69,68.47,55.55555555555556,50.0,53.84615384615385,Average
71.51,100,50.0,70.9,64.9,77.27272727272727,69.54545454545455,63.63636363636363,Average
84.5,0,85.71428571428571,64.26,74.86,84.21052631578947,75.78947368421052,66.66666666666666,Average
64.06,100,80.0,62.28,72.39,66.66666666666666,59.99999999999999,87.5,Average
81.47,100,75.0,71.89,70.28,60.0,54.0,84.61538461538461,Good
74.78,100,71.42857142857143,75.44,59.19,86.66666666666667,78.0,83.33333333333334,Good
49.63,0,25.0,37.22,45.89,21.052631578947366,18.94736842105263,15.384615384615385,Poor
73.99,100,80.0,62.01,59.16,80.95238095238095,72.85714285714286,85.71428571428571,Average
79.21,100,60.0,51.04,57.2,94.73684210526315,85.26315789473684,50.0,Average
69.31,0,50.0,52.67,51.45,75.0,67.5,92.3076923076923,Average
69.25,0,60.0,56.52,67.85,80.0,72.0,66.66666666666666,Average
55.88,0,33.33333333333333,44.05,42.45,9.090909090909092,8.181818181818183,35.714285714285715,Poor
92.1,100,80.0,94.85,85.36,86.95652173913044,78.26086956521739,87.5,Good
85.46,100,80.0,80.0,79.21,87.5,78.75,100.0,Good
44.24,0,25.0,48.15,23.68,43.47826086956522,39.130434782608695,23.076923076923077,Poor
41.84,0,33.33333333333333,38.42,35.96,6.666666666666667,6.0,41.66666666666667,Poor
82.45,100,50.0,67.03,74.54,72.22222222222221,65.0,87.5,Average
43.98,0,16.666666666666664,44.72,40.31,30.434782608695656,27.39130434782609,22.22222222222222,Poor
93.54,100,100.0,98.27,86.76,88.88888888888889,80.0,85.71428571428571,Good
78.55,0,60.0,54.99,58.74,61.111111111111114,55.00000000000001,64.28571428571429,Poor
40.0,0,25.0,43.1,45.72,6.25,5.625,37.5,Poor
99.35,100,100.0,81.33,99.4,89.47368421052632,80.52631578947368,92.85714285714286,Good
52.32,0,25.0,31.69,31.78,18.75,16.875,33.33333333333333,Poor
44.4,0,28.57142857142857,48.6,38.25,35.0,31.5,27.27272727272727,Poor
49.7,0,20.0,37.5,48.44,42.857142857142854,38.57142857142857,42.857142857142854,Poor
65.43,0,57.14285714285714,78.4,59.94,95.45454545454545,85.9090909090909,62.5,Average
69.21,100,75.0,59.51,73.48,94.11764705882352,84.70588235294117,69.23076923076923,Good
85.21,100,100.0,86.65,87.58,90.9090909090909,81.81818181818181,81.81818181818183,Good
74.79,0,71.42857142857143,72.48,73.41,95.83333333333334,86.25000000000001,91.66666666666666,Average
84.39,100,83.33333333333334,58.11,62.62,80.95238095238095,72.85714285714286,50.0,Average
92.79,100,85.71428571428571,95.4,96.67,84.21052631578947,75.78947368421052,100.0,Good
88.48,100,85.71428571428571,95.28,90.48,95.83333333333334,86.25000000000001,90.0,Good
50.24,0,33.33333333333333,40.99,33.97,17.391304347826086,15.652173913043478,40.0,Poor
60.94,0,60.0,59.5,56.45,68.75,61.875,92.3076923076923,Average
82.35,0,85.71428571428571,72.56,62.59,75.0,67.5,85.71428571428571,Average
94.5,100,100.0,82.58,88.08,88.88888888888889,80.0,92.3076923076923,Good
55.34,0,16.666666666666664,30.44,41.57,37.5,33.75,25.0,Poor
